Temperature [_ C] ,Humidity [%],Soil moisture,Reference evapotranspiration,Evapotranspiration,Crop Coefficient,Crop Coefficient stage,Nitrogen [mg/kg],Phosphorus [mg/kg],Potassium,Solar Radiation ghi,Wind Speed,Days of planted,pH
20.24,62.74,368.88,186.6454411,369.0325919,1.35,Mid stage,86,50,53,572.37,3.91,100,5.81
28.21,65.11,129.99,457.5779685,836.5766065,1.07,Mid stage,79,70,48,99.88,2.85,100,5.38
26.53,69.65,692.95,667.2327647,140.2696647,0.84,Mid stage,113,103,111,734.89,1.4,100,5.14
20.59,87.96,656.97,333.779975,741.5196804,1.11,Mid stage,97,75,74,264.5,3.1,100,6.76
18.09,68.93,567.98,547.7736053,118.2465211,1.4,Mid stage,100,42,64,488.55,2.18,100,5.88
18.13,81.33,352.39,1085.446244,695.7988602,1.49,Mid stage,111,75,43,162.42,1.56,100,5.86
25.45,62.74,519.9,34.44368811,803.5806292,1.2,Mid stage,77,94,61,712.61,1.82,100,6.76
31.2,67.08,531.67,512.9881471,672.1129554,1.08,Mid stage,104,88,85,427.18,1.03,100,3.3
27.02,81.67,317.35,521.8212624,854.5513999,1.19,Mid stage,64,103,43,735.99,3.91,100,3.63
28,63.43,143.02,761.2952212,540.6826682,1.07,Mid stage,76,81,129,740.98,3.05,100,2.83
24.91,85.04,480.94,293.7737267,253.5863319,1,Mid stage,78,77,83,73.81,3.17,100,2.54
26.15,75.72,669.89,880.1275401,780.8145155,1.31,Mid stage,116,70,95,85.44,3.72,100,2.82
19.77,69.79,553.72,441.6917686,675.0023038,0.95,Mid stage,74,73,139,126.62,1.87,100,3.7
30.28,90.59,252.23,105.5834695,754.7527991,0.88,Mid stage,79,53,79,113.98,3.77,100,4.99
28.65,83.56,442.37,693.4364885,476.6328,1.37,Mid stage,118,61,105,666.7,4.18,100,5.55
31.97,62.25,346.32,30.0060657,758.2172952,0.84,Mid stage,107,70,58,339.82,3.62,100,5.7
22.17,83.46,436.97,788.7656108,104.5422846,0.86,Mid stage,115,52,127,32.31,3.96,100,5.73
21.18,66.94,539.95,14.34218724,827.7528844,1.11,Mid stage,73,91,136,168.61,3.75,100,2.77
19.75,92.21,402.3,656.7405524,204.1033905,1.5,Mid stage,68,69,51,419.7,3.66,100,3.36
31.5,65.38,649.14,958.1102855,707.1903183,0.87,Mid stage,99,85,73,288.01,1.4,100,3.01
28.93,81.58,521.43,768.5508616,1.883256035,1.07,Mid stage,106,50,133,143.76,3.74,100,4
20.33,68.48,324.34,687.1537865,836.8303189,0.87,Mid stage,108,64,131,635.28,2.91,100,5.76
25.74,92.98,475.15,475.5384467,856.496803,1.11,Mid stage,70,83,75,79.93,2.43,100,4.38
23.79,71.36,384.12,370.4788731,842.5824707,1.04,Mid stage,97,107,123,59.14,1.6,100,6.82
20.12,80.64,579.38,407.9547775,494.3138564,1.24,Mid stage,83,52,139,36.29,4.18,100,6.13
20.27,64.53,124.32,413.1540356,160.2433612,1.47,Mid stage,83,92,117,329.13,1.14,100,2.95
31.49,76.78,459.63,583.3421087,68.63591267,0.94,Mid stage,106,82,70,386.23,1.4,100,4.87
22.27,81.31,133.63,158.5197591,560.4061553,1.28,Mid stage,117,75,95,307.32,3.9,100,5.07
31.18,86.97,688.01,970.1882467,480.5264491,1.46,Mid stage,119,75,115,273.85,1.79,100,2.97
19.06,79.5,414.37,688.8372232,425.5750039,1.36,Mid stage,107,63,53,300.65,3.58,100,2.86
24.45,84.63,281.7,412.5054144,92.98774708,1.41,Mid stage,61,91,125,358.73,2.77,100,3.77
19.81,90.07,184.21,1080.451168,787.2538099,1.09,Mid stage,82,101,81,331.42,2.89,100,4.48
18.07,70.45,318.18,959.9077628,655.3180636,1.48,Mid stage,88,108,43,577.8,2.59,100,3.44
25.75,71.91,487.77,667.8909923,787.112479,0.96,Mid stage,89,90,70,380.63,2.71,100,6.45
19.59,61.04,684.28,409.5519515,351.7692984,0.93,Mid stage,69,78,66,239.88,3.35,100,3.85
28.11,79.4,174.75,406.6341477,555.0901694,1.46,Mid stage,76,109,90,180.65,2.55,100,5.58
27.77,94,241.94,74.31069226,432.0005157,1.04,Mid stage,74,54,75,44.24,1.87,100,3
20.47,85.76,280.63,377.4305469,884.895603,1.16,Mid stage,87,95,91,448.72,2.47,100,3.55
31.18,94.74,564.28,271.006967,351.5938834,1.31,Mid stage,115,101,110,425.41,1.28,100,3.97
28.09,75.9,165.8,669.7976834,734.2273966,1.5,Mid stage,72,83,105,633.31,1.18,100,6.22
22.17,86.16,638.75,792.4596706,531.2133696,0.92,Mid stage,62,91,72,11.58,3.63,100,2.76
27.93,65.64,247.01,322.3748668,283.8618906,1.34,Mid stage,76,64,122,557.15,1.03,100,5.81
28.25,74.77,536.46,601.2161019,371.2042233,0.98,Mid stage,101,91,73,563.25,1.65,100,6.61
22.79,82.53,561.12,866.0005278,317.7474288,1.06,Mid stage,100,99,121,599.63,3.97,100,3.31
23.26,75.76,637.99,706.4522875,688.7052445,1.18,Mid stage,99,83,41,553.58,1.31,100,5.06
23.03,61.04,240.37,818.2837824,600.1926003,0.87,Mid stage,61,45,113,202.07,1.71,100,3.47
26.63,71.09,539.5,240.6695768,105.4893907,1.43,Mid stage,107,65,95,376.74,2.59,100,2.86
30.61,83.66,324.78,698.9198324,696.7243883,1.13,Mid stage,101,108,108,600.42,2.75,100,3.59
20.42,73.83,345.21,301.8889601,415.7519141,1.13,Mid stage,86,69,79,451.63,3.51,100,5.63
30.25,75.69,414.82,254.5948965,294.5413049,1.13,Mid stage,103,80,137,498.48,1.67,100,6.15
18.39,89.97,196.08,298.7600698,337.1278797,0.86,Mid stage,103,97,48,206.35,3.24,100,4.13
27.24,69.43,328.06,403.8115372,117.9454673,0.92,Mid stage,84,65,46,362.21,4.04,100,6.1
23.8,81.56,665.48,518.5635178,281.7718523,1,Mid stage,89,81,48,104.59,2.1,100,2.32
29.08,89.6,224.76,252.9583254,156.7439715,1.21,Mid stage,77,108,81,485.85,3.27,100,6.74
28.1,88.25,302.8,385.6098813,412.3882044,1.5,Mid stage,104,105,85,48.41,2.77,100,3.57
24.72,68.36,588.22,986.2498899,475.5935586,1.06,Mid stage,96,98,127,296.93,2.64,100,4.76
27.01,61.79,264.99,148.9549714,891.0276417,1.39,Mid stage,99,78,104,718.79,4.1,100,5.5
25.02,69.69,215.58,238.0807419,692.2385543,0.81,Mid stage,110,42,47,332.7,1.48,100,5.94
29.36,66.17,230.5,67.70126954,476.4756059,1.34,Mid stage,97,90,56,524.06,3.72,100,6.14
24.67,60.97,691.69,780.0603616,337.5210992,1.12,Mid stage,79,41,53,341.28,1.43,100,2.83
25.32,70.65,359.72,582.8223744,143.9472108,1.27,Mid stage,119,86,117,673.29,2.28,100,6.4
21.51,78.23,349.66,522.2780544,341.9886203,1.11,Mid stage,101,54,84,373.89,2.08,100,2.34
26.47,82.76,559.07,38.82227814,490.5773459,1.06,Mid stage,114,57,138,108.72,2.9,100,3.73
22.24,73.23,156.39,1057.515589,160.8509198,1.43,Mid stage,117,106,61,212.54,3.65,100,5.79
26.08,67.15,218.33,928.6410238,810.0227313,1.22,Mid stage,74,43,87,634.66,2.86,100,4.72
20.38,79.93,537.53,902.5911448,575.566321,0.88,Mid stage,98,55,72,55.85,1.83,100,6.31
20.23,86.33,305.4,962.8640056,365.1248281,0.84,Mid stage,118,83,131,653.33,1.79,100,6.12
23.84,84.32,526.97,854.9506519,715.0362667,0.88,Mid stage,105,92,113,141.79,2.29,100,4.08
23.98,89.99,133.26,154.2418865,121.9596193,0.93,Mid stage,69,57,65,385.75,2.91,100,4.66
21.75,69.24,462.41,1068.670182,754.1684035,0.94,Mid stage,84,67,118,652.03,2.89,100,4.99
19.84,77.61,435.66,1027.156602,18.01186186,1.47,Mid stage,71,80,91,672.74,1.73,100,6.47
18.55,77.1,204.02,765.9887454,356.1807611,0.89,Mid stage,76,60,107,8.21,1.25,100,2.13
18.35,71.26,188.87,321.9197335,503.355778,1.3,Mid stage,107,103,117,261.07,4.15,100,6.11
21.8,84.02,658.33,2.221108121,151.965604,1.43,Mid stage,81,56,58,734.9,3.69,100,5.95
24.47,64.7,412.91,534.9620846,603.1634973,1.1,Mid stage,103,69,52,30.51,1.71,100,3.71
28.17,88.18,148.94,654.6890163,865.0367942,1.33,Mid stage,73,109,73,252.09,1.29,100,2.65
24.65,61.28,206.16,1093.385474,73.74502741,1.37,Mid stage,82,47,79,35.92,4.05,100,3.38
30.66,73.59,510.08,147.0736257,9.303057913,1.12,Mid stage,113,90,103,58.9,3.04,100,2.62
18.49,81.26,396.52,98.61328714,637.727375,1.34,Mid stage,84,77,98,506.11,1.62,100,2.76
20.53,74.85,466.64,469.5239634,714.2271155,0.81,Mid stage,71,104,57,615.41,2.65,100,3.03
22.74,82.95,385.8,826.3008883,375.2329844,0.91,Mid stage,79,85,69,441.3,2.26,100,3.68
26.08,61.36,656.8,374.7372921,311.9948544,1.24,Mid stage,89,51,105,186.16,2.91,100,5.52
29.94,90.35,598.64,728.9339177,317.1199314,1.01,Mid stage,107,60,112,350.47,2.15,100,6.15
22.9,62.72,688.48,978.4927869,754.8460678,1,Mid stage,88,60,134,296.64,3.47,100,2.3
21.75,70.07,664.76,872.6850282,52.96393742,1.07,Mid stage,84,68,81,272.68,2.62,100,2.24
18.87,70.27,542.64,112.6538485,716.7744647,1.04,Mid stage,112,95,125,107.87,1.4,100,4.42
29.5,60.41,150.47,491.2367845,128.3851959,1,Mid stage,114,58,73,305.95,1.48,100,4.02
23.32,63.29,699.48,42.75392721,738.8993818,1.1,Mid stage,94,107,129,705.07,1.42,100,2.55
26,89.82,394.52,186.3335186,487.7767232,1.13,Mid stage,70,41,94,179.46,3.97,100,4.76
31.77,87.15,155.38,848.0114181,752.4948407,1.25,Mid stage,90,109,65,113.22,1.94,100,6.15
18.02,85.83,695.03,192.3283519,132.2606516,1.21,Mid stage,103,59,40,203.81,3.06,100,2.52
20.04,84.13,450.82,615.1366402,131.0730805,0.91,Mid stage,109,59,44,42.44,3.75,100,6.41
28.91,62.61,386.22,676.8613563,194.3726956,1.35,Mid stage,110,84,89,110.16,1.61,100,6.54
29.27,70.45,131.48,173.1433344,466.2556281,1.48,Mid stage,63,90,91,608.36,1.01,100,4.52
28.77,60.23,368.47,1006.389557,399.2845325,1.01,Mid stage,101,43,114,421.48,3.81,100,4.92
25.52,62.12,226.3,65.29353033,236.1789926,1.42,Mid stage,111,59,65,180.75,3.31,100,4.85
31.7,61.33,536.99,1011.238816,252.7352469,1.25,Mid stage,69,93,73,166.63,3.52,100,6.49
23.55,66.96,124.56,126.0655265,689.713929,1.06,Mid stage,110,50,44,179.68,2.39,100,5.34
26.43,61.97,429.16,991.0561117,71.0076535,1.4,Mid stage,98,101,66,232.61,3.53,100,2.91
18.89,60.59,145.36,405.3121287,808.4727549,1.41,Mid stage,115,57,90,475.48,3.9,100,3.41
23.74,68.57,534.6,869.035028,355.5359393,1.14,Mid stage,114,101,87,228.58,2.61,100,6.34
28.12,87.96,672.75,434.2671611,677.9492634,1.35,Mid stage,87,94,133,745.85,3.76,100,6.5
21.34,61.97,145.13,806.7389749,139.9951121,1.21,Mid stage,64,93,82,58.52,3.57,100,6.73
31.21,94.46,179.79,937.7774402,710.1673067,0.91,Mid stage,61,55,116,479.61,3.55,100,6.13
27.61,83.02,419.04,578.4573276,229.6648207,1.2,Mid stage,90,77,96,506.4,3.75,100,2.26
22.03,90.34,689.83,442.9513842,3.217527826,1.08,Mid stage,109,90,43,299.42,3.77,100,5.88
28.77,83.12,358.64,434.7012715,699.6432221,1.25,Mid stage,87,78,79,515.76,2.67,100,4.72
19.16,87.19,477.03,63.19434739,531.6784821,1.39,Mid stage,83,51,70,36.57,1.83,100,4.89
31.65,70.53,561.76,17.28247307,604.6392807,1.29,Mid stage,85,94,126,325.05,3.58,100,4.45
18.69,69.01,658.19,818.1835776,539.1649157,1.02,Mid stage,78,93,50,434.12,3.02,100,5.56
31.07,83.25,222.67,457.5240323,209.8543235,0.83,Mid stage,86,101,73,325.92,2.79,100,5.58
21.54,79.71,648.63,167.0509525,296.8649995,1.05,Mid stage,80,104,56,380.5,2.87,100,2.65
28.61,77.7,483.33,958.8191598,7.665111749,0.93,Mid stage,65,87,105,107.19,1.91,100,3.73
18,66.2,587.25,701.9111264,820.9617023,1.32,Mid stage,116,93,78,12.09,2.89,100,5.07
21.56,68.07,291.42,522.4803887,395.5403757,0.81,Mid stage,72,81,55,187.74,4.04,100,5.03
28.49,79.24,410.06,393.3265076,152.1043372,1.2,Mid stage,104,81,74,59.16,2.39,100,3.73
25.45,74.35,241.2,379.8762127,1.380789484,0.85,Mid stage,75,65,128,139.18,3.05,100,5.41
19.61,93.69,615.67,409.1908886,706.8836549,0.95,Mid stage,74,85,120,668.8,3.5,100,3.87
23.51,79.35,238.66,975.3232151,310.0238268,1.07,Mid stage,90,65,112,498.12,1.98,100,5.48
23.26,75.11,438.03,417.085936,256.703129,1.13,Mid stage,68,55,106,300.32,2.61,100,2.39
25.95,93.27,362.39,22.22875772,478.8159736,0.82,Mid stage,111,92,82,728.53,1.09,100,3.56
27.35,63.21,148.76,160.2821271,443.811816,0.84,Mid stage,93,76,118,533.35,3.05,100,3.08
29.77,69.51,359.05,381.4828513,557.3754916,1.32,Mid stage,86,68,47,645.47,2.31,100,6.71
24.96,72.12,574.95,183.8210686,4.787018729,1,Mid stage,106,80,96,325.38,2.67,100,2.42
23.49,89.87,426.78,905.4566263,329.0139667,1.17,Mid stage,72,81,82,445.84,2.73,100,3.49
20.02,86.82,296.78,1098.60604,877.1493276,1.15,Mid stage,111,85,125,116.71,3.74,100,6.71
29.27,70.66,378.34,368.2451599,187.2772999,1.13,Mid stage,107,50,109,310.17,1.16,100,5.51
27.99,90.54,569.07,534.2197966,296.0095843,1.32,Mid stage,62,70,41,694.36,3.4,100,6.05
23.72,62.19,507.53,53.33236573,103.5447368,1.19,Mid stage,108,48,114,288.19,3.18,100,4.63
25.26,77.27,184.32,214.7160612,450.8599419,1.16,Mid stage,79,44,72,723.69,3.88,100,5.09
27.31,82.91,428.12,252.7374956,361.2043435,0.91,Mid stage,64,64,112,609.97,2.89,100,5.45
20.31,70.93,235.24,426.8437226,364.5406811,0.93,Mid stage,119,57,46,693.65,3.75,100,3.72
18.38,62.42,687.48,909.2318541,379.9540895,1.44,Mid stage,74,47,49,672.06,2.51,100,6.28
22.45,69,548.4,439.732089,632.1830862,0.97,Mid stage,118,49,90,634.35,1.13,100,3.84
26.34,76.93,166.98,815.8300419,407.2699241,0.95,Mid stage,95,41,87,56.73,2.47,100,5.74
24.81,71.13,263.97,581.9202854,235.262155,0.93,Mid stage,67,71,69,536.41,3.03,100,6.88
27.7,74.55,165.31,730.350476,444.3118797,1.16,Mid stage,73,65,116,728.1,3.19,100,5.74
29.48,63.26,334.66,217.7489295,851.1743862,1.36,Mid stage,60,96,58,456.98,3.57,100,6.6
24.84,60.5,597.16,43.6541775,424.5793553,1.32,Mid stage,99,81,67,190.42,4.05,100,4.17
19.88,90.72,158.72,272.0908369,125.9715161,0.89,Mid stage,67,94,60,450.62,1.18,100,2.66
29.91,62.73,215.91,112.2546986,741.2828941,0.88,Mid stage,117,45,108,199.6,2.14,100,2.14
26.05,70.25,275.12,773.2323382,825.8135065,1.31,Mid stage,95,47,51,647.43,2.1,100,6.82
28.36,83.24,481.97,626.5788478,307.1006643,1.2,Mid stage,62,83,120,218.16,1.73,100,5.19
27.87,89.56,685.32,873.2636037,20.84056495,0.83,Mid stage,99,81,79,703.23,3.08,100,6.56
31.55,71.24,597.18,443.4534365,725.3296644,1.34,Mid stage,70,42,44,372.71,1.39,100,2.16
22.13,82.82,236.54,287.2808898,293.2659601,1.17,Mid stage,82,62,89,623.63,2.1,100,3.08
27.87,76.52,531.84,947.2839002,493.4181744,1.02,Mid stage,89,46,87,274.59,1.03,100,3.45
23.12,61.79,442.7,622.5180468,706.3893201,0.93,Mid stage,106,84,119,40.16,4.15,100,3.08
23.54,74.29,405.14,520.7157781,429.6416895,1.4,Mid stage,68,60,132,578.42,3.83,100,5.66
21.23,61.04,646.86,980.5867802,263.8661297,1.35,Mid stage,95,91,125,115.58,1.55,100,4.47
22.82,93.75,461.12,383.2460072,771.1074439,1.17,Mid stage,116,83,126,425.87,1.83,100,2.06
31.28,86.68,199.58,450.3835191,830.8500488,1.01,Mid stage,60,107,47,376.76,2.01,100,2.56
22.1,71.88,215.68,283.9315916,645.530722,0.91,Mid stage,91,55,139,500.7,2.12,100,2.9
21.44,68.22,654.74,146.8455639,11.87523454,0.86,Mid stage,66,85,121,253.69,2.38,100,2.91
26.16,74.01,166.52,628.4147902,39.78483092,1.32,Mid stage,97,92,45,70.17,3.45,100,5.9
21.61,71.07,199.99,1013.555003,520.3734839,0.97,Mid stage,76,40,99,4.49,3.09,100,6.8
24.63,72.98,498.81,714.0337375,698.4462147,1.06,Mid stage,69,91,97,168.67,4,100,5.41
29.68,92.16,250.12,730.5826054,128.1504209,0.87,Mid stage,90,46,56,220.15,3.95,100,4.6
21.23,74.16,599.14,944.4078223,812.3650385,1.45,Mid stage,81,86,64,16.88,2.38,100,6.4
23.97,85.95,361.28,770.433033,825.3991826,1.31,Mid stage,88,90,73,608.09,2.56,100,6.44
26.55,65.49,399.79,414.1585329,713.1853473,1.42,Mid stage,93,64,122,447.94,2.94,100,4.93
25.64,78.68,194.61,883.8542942,584.0045248,0.83,Mid stage,67,42,52,45.01,2.1,100,2.85
31.65,77.28,136.33,137.2731109,331.226597,0.86,Mid stage,74,81,120,495.33,2.29,100,3.8
27.53,80.69,560.36,958.7443632,84.28814316,0.99,Mid stage,108,94,103,730.08,1.24,100,5.57
28.36,83.8,162.91,560.5469073,845.1238711,0.81,Mid stage,114,69,49,626.04,1.81,100,6.59
31.54,90.14,491.29,600.8577753,256.6128397,0.92,Mid stage,75,71,74,413.03,1.96,100,6.9
23.8,68.05,431.77,1015.020487,165.4299892,1.01,Mid stage,86,84,95,632.97,1.42,100,4.93
22.98,73.35,420.72,751.2651984,853.2776391,0.94,Mid stage,71,95,136,697.93,3.94,100,5.52
18.61,62,293.82,86.90716478,537.6775863,1.24,Mid stage,74,50,129,622.3,2.62,100,2.09
20.58,81.85,558.5,278.9437287,859.457294,1.07,Mid stage,101,44,65,162.15,1.65,100,2.45
21.32,92.72,352.36,782.1323888,746.7651539,0.96,Mid stage,116,101,98,646.93,3.93,100,2.45
20.57,73.87,207.73,103.3400301,262.5919159,1.16,Mid stage,76,87,71,428.15,3.36,100,4.6
28.57,94.01,152.51,288.1651403,599.67285,0.99,Mid stage,102,105,76,9.38,1.8,100,2.53
25.5,80.93,318.68,290.7921096,547.3829227,1.21,Mid stage,84,79,135,715.91,2.01,100,5.63
27.35,67.39,472.67,778.7717133,358.3303005,1.14,Mid stage,62,66,116,285.99,2.65,100,4.69
29.49,78.53,247.79,57.73399578,488.3151424,0.86,Mid stage,91,43,52,743.53,2.84,100,4.04
21.23,82.4,550.48,380.1342748,475.5821666,1.08,Mid stage,110,98,122,109.97,2.77,100,5.74
22.56,83.32,183.06,469.5838466,59.27577979,0.89,Mid stage,64,57,79,249.84,3.29,100,4.33
27.92,82.33,393.74,81.54878364,162.4264663,1.01,Mid stage,103,50,114,371.53,2.94,100,5.41
23.5,66.64,431.29,504.7832906,491.4650986,1.18,Mid stage,111,65,110,715.91,2.95,100,5.35
18.41,67.29,596.19,585.0170908,40.10928769,1.22,Mid stage,69,71,100,648.32,3.89,100,4.82
24.09,68.45,188.41,1067.92959,729.313325,1.31,Mid stage,85,81,65,671.43,2,100,5.74
30.72,85.65,120.97,960.9964807,353.7245937,1.26,Mid stage,119,104,47,126.01,3.02,100,5.77
23.73,77.48,429.55,1023.677954,68.97651677,1.11,Mid stage,93,77,48,391.14,2.44,100,6.01
22.65,83.49,207.42,298.5322352,757.3853762,1.33,Mid stage,87,72,88,200.62,3.38,100,6.5
31.85,87.98,451.58,166.0337966,62.66614671,0.82,Mid stage,70,52,77,143.81,1.08,100,5.6
27.02,79.74,139.08,702.703108,152.5084151,1.46,Mid stage,110,80,85,21.52,3.96,100,2.69
23.12,76.49,404.59,222.4758473,690.2307254,0.97,Mid stage,99,72,41,237.28,3.08,100,5.05
19.43,74.09,346.63,645.5438128,840.3593652,1.29,Mid stage,90,95,107,246.67,1.08,100,4.37
29.03,78.77,210.62,216.1015933,32.09735917,1.01,Mid stage,106,85,111,154.47,1.17,100,2.7
27.91,65.24,391.35,72.5932851,55.38751128,1.28,Mid stage,86,64,63,96.11,3.61,100,4.55
30.91,87.53,396.76,494.3676937,434.8820585,1.13,Mid stage,92,74,139,188.52,2.15,100,6.5
21.04,91.95,159.37,700.4583353,378.4752251,0.98,Mid stage,77,79,127,650.88,2.19,100,6.54
19.61,88.43,512.61,104.4539977,867.1033207,1.44,Mid stage,89,70,42,598.1,4.05,100,3.93
28.14,88.77,649.95,605.1401312,403.2389814,0.96,Mid stage,104,94,121,165.63,3.74,100,3.13
20.85,89.03,475.8,481.0815393,639.5664311,0.86,Mid stage,89,91,55,304.05,1.02,100,3.44
20.47,66.15,483.77,281.5108399,316.0081653,0.84,Mid stage,116,87,54,277.57,3.19,100,5.84
22.48,94.85,554.07,189.8937935,166.6547479,1.02,Mid stage,98,75,115,513.11,3.92,100,3.28
29.44,83,662.92,258.5242187,620.9199008,0.9,Mid stage,100,105,57,415,4.05,100,3.67
25.55,74.73,689.84,986.3760877,410.2826696,0.98,Mid stage,65,42,93,502.53,3.94,100,2.86
18.64,91.08,405.76,36.02562478,512.7497497,1.49,Mid stage,93,49,72,526.7,2.4,100,5.96
24.49,80.38,668.1,163.0854734,724.3850753,1.14,Mid stage,92,48,95,401.3,3.54,100,4.82
27.58,94.78,328.36,570.4686871,318.7415002,1.25,Mid stage,70,100,101,253.72,2.64,100,2.45
25.54,86.32,542.03,751.2223668,443.7747981,1.45,Mid stage,110,87,77,480.91,2.29,100,2.23
26.01,72.86,663.34,451.9413355,456.6615111,0.82,Mid stage,101,41,44,72.47,2.36,100,4.01
21.15,85.99,129.42,265.1532586,62.38901322,1.11,Mid stage,102,44,55,351.3,3.33,100,5.3
29.87,85.55,653.92,302.5078256,619.0738914,1.37,Mid stage,119,109,110,643.54,2.43,100,6.07
25.86,70.95,633.33,714.6890762,400.0461221,1.42,Mid stage,110,64,110,255.45,3.04,100,6.7
27.99,90.95,239.18,784.4790974,539.6482402,1.39,Mid stage,114,77,97,520.68,2.28,100,3.33
31.75,64.93,357.63,1067.343921,798.3732117,1.06,Mid stage,74,45,126,439.95,4.03,100,4.14
23.99,72.78,191.29,774.1550826,236.7468096,0.95,Mid stage,87,91,57,142.79,2.64,100,3.15
30.33,82.27,553.37,464.6850967,606.644887,1.34,Mid stage,108,68,120,696.98,1.86,100,6.44
18.1,76.77,570.9,270.8479276,502.2643853,0.98,Mid stage,71,107,107,730.57,3.48,100,4.54
18.47,83.74,630.95,588.5680044,487.4228355,0.93,Mid stage,111,53,104,477.71,3.13,100,3.17
26.26,94.91,376.04,799.4962442,842.8996098,0.86,Mid stage,67,77,134,666.78,3.12,100,5.02
22.36,62.73,485.44,129.1346313,323.8207967,1.15,Mid stage,72,104,71,348.69,2.42,100,5.67
21.48,86.56,609.32,66.73030534,62.42861698,1.45,Mid stage,92,51,71,440.29,2.41,100,6.68
21.89,88.61,174.16,247.3499112,308.7087239,1.01,Mid stage,114,100,59,131.78,1.63,100,5.83
22.46,69.88,189.11,461.7528049,6.515791526,1.34,Mid stage,115,99,117,120.72,1.15,100,5.43
28.21,68.93,594.32,734.2246847,740.5357313,0.86,Mid stage,71,69,85,737.7,3.84,100,4.61
25.97,75.45,376.34,11.04884611,890.0520005,0.92,Mid stage,119,78,134,85.07,3.73,100,5.19
29.05,73.78,585.66,592.8733397,731.6987161,1.02,Mid stage,86,57,107,347.27,2.26,100,4.44
29.62,77.77,120.09,320.6712676,714.6375647,0.99,Mid stage,111,49,94,189.92,1.76,100,2.87
29.8,67.41,186.72,369.1820391,581.0573393,1.18,Mid stage,65,65,130,441.05,3.07,100,4.12
23.81,77.28,333.64,477.1197105,518.3868094,0.85,Mid stage,102,77,109,502.35,3.53,100,5.13
23.9,88.45,350.64,506.5672452,511.4428143,1.38,Mid stage,115,67,94,20.31,1.46,100,2.1
30.97,90.9,603.58,442.5568218,365.3856832,1.13,Mid stage,107,94,94,524.49,1.78,100,3.61
27.26,83.34,415.67,97.0449986,156.7983861,1.21,Mid stage,68,79,104,597.5,2.59,100,3.7
19.13,70.08,652.42,175.8989374,587.9129146,1.04,Mid stage,81,91,116,235.22,1.34,100,2.09
25.59,90.56,366.32,543.2019473,23.63472667,0.88,Mid stage,66,109,85,509.08,2.36,100,3.53
22.98,74.74,158.84,425.8259044,209.3501979,0.95,Mid stage,84,81,88,338.1,2.29,100,6.66
31.82,68.11,385.62,1096.375144,4.810533059,0.95,Mid stage,100,43,45,316.72,3.02,100,5.24
18.19,64.71,358.39,846.8118347,449.7578741,1,Mid stage,97,100,53,101.69,3.12,100,5.11
26.57,93.66,438.69,641.5535436,321.4366044,1.45,Mid stage,89,66,135,268.3,4.09,100,5.35
28.13,63.08,491.1,603.0707289,384.9799139,0.97,Mid stage,73,90,115,421.3,1.56,100,2.26
22.04,78.54,154.16,55.94559456,516.4344973,1.09,Mid stage,95,86,84,367.04,1.27,100,6.67
31.63,67.08,478.17,744.7279547,69.36897511,1.18,Mid stage,65,69,136,220.21,2.76,100,3.15
30.03,90.39,196.72,622.4077624,237.2488727,0.88,Mid stage,112,107,119,372.97,2.01,100,2.34
30.82,66.81,370.45,567.9742723,207.7845284,0.94,Mid stage,113,87,72,706,1.2,100,4.39
18.27,85.78,637.55,843.3227037,797.8092679,1.17,Mid stage,73,75,79,115.61,1.54,100,6.83
25.98,65.78,197.63,861.5064473,667.3742521,0.85,Mid stage,97,91,91,547.91,2.05,100,3.41
22.13,92.83,241.08,239.1430271,168.1184125,0.85,Mid stage,90,96,91,340.48,1.39,100,2.12
29.89,83.22,365.35,203.9294887,754.6761968,1.08,Mid stage,92,54,99,336.63,3.67,100,6.54
26.86,74.53,155.03,725.9735238,443.9617565,1.14,Mid stage,62,70,132,242.12,4.06,100,4.57
25.54,93.69,286.04,364.5517818,731.3996464,0.91,Mid stage,112,89,72,668.36,3.67,100,6.24
19.6,78.34,164.93,500.8022893,658.6945827,1.36,Mid stage,73,48,110,551.81,2.42,100,5.55
25.56,73.44,396.69,49.77068204,326.1339058,1.25,Mid stage,114,99,50,74.43,3.96,100,5.27
26.85,65.69,452.56,465.8098964,541.9806485,1.39,Mid stage,119,60,131,572.41,2.6,100,3.24
31.38,85.24,554.58,1036.092018,539.9760008,1.07,Mid stage,90,93,124,162.4,1.42,100,4.62
26.19,80.87,655.48,756.7477872,828.1411034,1.38,Mid stage,60,54,132,242.18,4.03,100,4.85
31.54,67.8,373.82,901.526642,87.45420896,0.82,Mid stage,69,68,116,202.77,3.51,100,5.39
31.46,68.75,484.13,690.649661,755.7486327,0.82,Mid stage,78,80,85,720.53,1.16,100,5.52
27.1,67.71,154.84,644.0341429,354.8702949,0.86,Mid stage,107,75,112,159.85,4.1,100,2.88
25.08,77.35,395.68,1067.969595,127.3960075,1.13,Mid stage,76,43,42,167.63,2.98,100,6.26
24.52,61.66,624.6,539.1955522,258.2347682,1.19,Mid stage,103,77,132,318.85,3.96,100,3.81
30.47,70.12,463.52,869.5418573,157.6743966,1.44,Mid stage,101,94,85,274.56,4.12,100,5.64
18.4,85.78,337.56,255.3206463,81.20927414,1.39,Mid stage,75,75,80,414.65,3.31,100,6.09
19.59,81.74,171.76,113.0552869,236.1391609,1.11,Mid stage,81,86,84,212.56,2.71,100,3.56
